,review_content,rating
3719,"  Best product by Samsung & Fast Delivery by Amazon, Thank You",5.0 out of 5 stars
3720,"  Working properly,",5.0 out of 5 stars
3721,  Satisfied,5.0 out of 5 stars
3722,"  Compatible with all handset almost ( i used it in Moto E, E2, Moto G5 , Moto G6 )Working great with high speed data transfer speed.",5.0 out of 5 stars
3723,  Very good,4.0 out of 5 stars
3724,"  Vry vry good mmry card , read and write speed is vry good",4.0 out of 5 stars
3725,  Nice  product,4.0 out of 5 stars
3726,  nice product reffer to buy for others.,5.0 out of 5 stars
3727,  great could be cheaper,5.0 out of 5 stars
3728,  Read Speeds are Good Write Speeds Are average.. But Goto Product for this Price Range.... It is Bang for your Buck....,4.0 out of 5 stars
3729,  Perfect,5.0 out of 5 stars
3730,  Nice product,5.0 out of 5 stars
3731,  still using good only.. ordered for my sister,5.0 out of 5 stars
3732,  working fine,5.0 out of 5 stars
3733,  Nice,5.0 out of 5 stars
3734,  Awesome best,5.0 out of 5 stars
3735,  Its not a 32 gb it is 29 gb only,2.0 out of 5 stars
3736,  good,5.0 out of 5 stars
3737,  Like,5.0 out of 5 stars
3738,  Its a good quality product i thing read and write speed not too much but  speed too good.,5.0 out of 5 stars
3739,  Bad experience,1.0 out of 5 stars
3740,  Good. Read and write operations are fast,4.0 out of 5 stars
3741,  Excellent product,5.0 out of 5 stars
3742,  When I started using it after some time . It asks for format and after formatting also . It didn't work,1.0 out of 5 stars
3743,  I order it for run kali linux liveAnd its working fine,5.0 out of 5 stars
3744,  Nice and same as mentioned.,5.0 out of 5 stars
3745,  Got Best performance after .Compatible with every media device i use on daily basis .,5.0 out of 5 stars
3746,  Branded company. Surely good. :-) Enjoying.,5.0 out of 5 stars
3747,  Good,4.0 out of 5 stars
3748,  Okay..,4.0 out of 5 stars
3749,  Ok,5.0 out of 5 stars
3750,  Good product,5.0 out of 5 stars
3751,  Good,5.0 out of 5 stars
3752,  Decent product,4.0 out of 5 stars
3753,  Good,5.0 out of 5 stars
3754,  Good speed.,5.0 out of 5 stars
3755,  Please buy...Best memory card having 64GB Capacity from well known brand: Samsung,5.0 out of 5 stars
3756,  Good product,5.0 out of 5 stars
3757,  Good product,5.0 out of 5 stars
3758,  Copy and paste in high speed.,5.0 out of 5 stars
3759,  Gud one,5.0 out of 5 stars
3760,  Excellent,5.0 out of 5 stars
3761,  Just go for it without any doubtsI m using it since last 6 months and its working perfectly fine,5.0 out of 5 stars
3762,  Amazing,5.0 out of 5 stars
3763,  Low speed,1.0 out of 5 stars
3764,  Very good,5.0 out of 5 stars
3765,"  Excellent, good for even HD recording at 1080p !",5.0 out of 5 stars
3766,  Got this with the adapter.I observed there is quick data transfer from my laptop to the card.,5.0 out of 5 stars
3767,  Nice,5.0 out of 5 stars
3768,  Like,5.0 out of 5 stars
3769,  i used this product completly one year still ninor problems are not,5.0 out of 5 stars
3770,  working contistion 1year  good fast copying,5.0 out of 5 stars
3771,  Been using this in cctv camera. Working fine without any issues.,5.0 out of 5 stars
3772,  Capacity is much more than required.,5.0 out of 5 stars
3773,  Been using it for a year now.. No problems found till date,4.0 out of 5 stars
3774,"  Product is awesome, I am using almost 1 yr , no problem has been arisen till now. You may go for  this .",5.0 out of 5 stars
3775,  Good and reliable,4.0 out of 5 stars
3776,  Good product,4.0 out of 5 stars
3777,"  Poor quality, When I am transfer my data to sd at some time it can shows card error",1.0 out of 5 stars
3778,  Good quality of adapter.,5.0 out of 5 stars
3779,  Best Product & unbelievable transferring speed .,5.0 out of 5 stars
3780,  Best productUsing From 7 months and no faultProperly working,5.0 out of 5 stars
3781,  Simply fantastic product.,5.0 out of 5 stars
3782,  Good product,4.0 out of 5 stars
3783,  Great value for money.,5.0 out of 5 stars
3784,  Mermor is super nice,5.0 out of 5 stars
3785,  Good option to extend memory,5.0 out of 5 stars
3786,  Good,5.0 out of 5 stars
3787,  Defective card received. Stopped working in one month time,1.0 out of 5 stars
3788,  Easy to install,5.0 out of 5 stars
3789,  Wooow,5.0 out of 5 stars
3790,  Good,5.0 out of 5 stars
3791,  Not so easy to install but memory is good,3.0 out of 5 stars
3792,  Didn't last very long !,2.0 out of 5 stars
3793,  No words for Samsung 128gb.Perfect Memory card.Amazing performances with large space.Thanks to Amazon for Quick & fast delivery,5.0 out of 5 stars
3794,  Best SD Card you can Have...,5.0 out of 5 stars
3795,  Stopped detecting in all handsets even after formatting  with a month of two,2.0 out of 5 stars
3796,  Slightly better than sandisk 32 gb class 10,5.0 out of 5 stars
3797,  good product,5.0 out of 5 stars
3798,  Good product,5.0 out of 5 stars
3799,  It is genuine product. Although I have not done speed test yet but a 30 GB file was transferred as quickly as it can.,5.0 out of 5 stars
3800,  This card is storage capacity is not 128gb real capacity is 118gb and so money value is not good. So don't buy this card for 128gb,1.0 out of 5 stars
3801,  Orignal product,5.0 out of 5 stars
3802,  Nice product,5.0 out of 5 stars
3803,  Not bad at all... Working well,4.0 out of 5 stars
3804,  I m using it for 8 months. I didn't det any issue,4.0 out of 5 stars
3805,  Good,5.0 out of 5 stars
3806,  Nice product...!,5.0 out of 5 stars
3807,  It's a nice memory card with a great copying speed,4.0 out of 5 stars
3808,  Good memory card till date purchases 2 months ago.,5.0 out of 5 stars
3809,"  Good, memory card no problem so far, beware of duplicate Samsung memory card.",5.0 out of 5 stars
3810,  decent speed,4.0 out of 5 stars
3811,  Very Nice,4.0 out of 5 stars
3812,  Got at Rs. 918 which is costier. Below this price it is good.And 64 GB is according to(1mb=1000kb) not (1mb=1024kb).,5.0 out of 5 stars
3813,  Good,5.0 out of 5 stars
3814,  Worth every money u paid...thanks Amazon...,4.0 out of 5 stars
3815,  Never tried in Water,4.0 out of 5 stars
3816,  good product,5.0 out of 5 stars
3817,  super speed transfer for everdy use...,4.0 out of 5 stars
3818,  Using atleast 2 years from now and doing great,5.0 out of 5 stars
3819,  Good,5.0 out of 5 stars
3820,  Very good,5.0 out of 5 stars
3821,  it's okk,4.0 out of 5 stars
3822,  I like these product,4.0 out of 5 stars
3823,  fine,5.0 out of 5 stars
3824,"  Good quality, enough for regular needs",5.0 out of 5 stars
3825,  Awesome product,5.0 out of 5 stars
3826,  Good product working good fast delivered,5.0 out of 5 stars
3827,  Just best,4.0 out of 5 stars
3828,  Excellent,5.0 out of 5 stars
3829,  not gud,2.0 out of 5 stars
3830,"  I am using this memory card since 2 years no problem yet, only problem is it reading speed is slow.",4.0 out of 5 stars
3831,  Just go for it. It is an amazing micro sd card from samsung. And Amazon Delivered it on time.,5.0 out of 5 stars
3832,  Nice product,5.0 out of 5 stars
3833,  Worst SD  card I have ever used..It got corrupted in 45 days...Never buy the Samsung SD card.it deserve -3 rating.,1.0 out of 5 stars
3834,  Excellent,5.0 out of 5 stars
3835,  Good product,5.0 out of 5 stars
3836,  Samsung is always gud. Genuine product,5.0 out of 5 stars
3837,  Classic product thnx amazon,5.0 out of 5 stars
3838,  Good,5.0 out of 5 stars
3839,  Good,5.0 out of 5 stars
3840,  Good,5.0 out of 5 stars
3841,  Good product,4.0 out of 5 stars
3842,  Great product,5.0 out of 5 stars
3843,  Good,3.0 out of 5 stars
3844,  Nice Samsung micro SD card,4.0 out of 5 stars
3845,  Value for money,4.0 out of 5 stars
3846,  Value for money,3.0 out of 5 stars
3847,  Wonderful product - go for it - you will just love it,5.0 out of 5 stars
3848,  I Like The Built Quality And Support To All Your Smartphone,5.0 out of 5 stars
3849,  good,5.0 out of 5 stars
3850,"  Excellent product .. able to record 4k video at 30fps into my action cam.. 5 star for sure... 1 less star bcoz, not aprompt delivery by Amazon ..",4.0 out of 5 stars
3851,  Best value for money,5.0 out of 5 stars
3852,  Excellent read and write on my minix u9-h android TV box.,5.0 out of 5 stars
3853,  Nice,5.0 out of 5 stars
3854,  value for money.....its 2200 in flipkaert..i bought at 1300 in amazon,5.0 out of 5 stars
3855,  its awesome,5.0 out of 5 stars
3856,  Overall good,5.0 out of 5 stars
3857,  Durability not good,4.0 out of 5 stars
3858,  Good quality,5.0 out of 5 stars
3859,  Genuine one,5.0 out of 5 stars
3860,  Nice products simple super cost Wise little higher,3.0 out of 5 stars
3861,  It's genuine. 29.82 GB usable storage.,5.0 out of 5 stars
3862,  Nice,3.0 out of 5 stars
3863,  Too good,5.0 out of 5 stars
3864,  Nice one,5.0 out of 5 stars
3865,  Super,5.0 out of 5 stars
3866,  Very nice product by good brand.,5.0 out of 5 stars
3867,  yeah its good but very costly compared to others just bought it for quality so that i dont have problems in future,5.0 out of 5 stars
3868,  Good product,5.0 out of 5 stars
3869,  No comments,5.0 out of 5 stars
3870,  Nice,4.0 out of 5 stars
3871,  Good product at medium price range.,4.0 out of 5 stars
3872,  Doesnt work with my Viofo a129 car dash cam. Recording is not happening at all,1.0 out of 5 stars
3873,  Good one,5.0 out of 5 stars
3874,  Nice,5.0 out of 5 stars
3875,"  Good product, value for money.",5.0 out of 5 stars
3876,  Good Product. I bought this for my Raspberry Pi 3.,5.0 out of 5 stars
3877,"  Value for money, fast and Secure delivery, very good data speed.thanks",5.0 out of 5 stars
3878,  This card is fast. This is what you get for what you paid.,5.0 out of 5 stars
3879,  Good product,4.0 out of 5 stars
3880,  Today i getExtra ordinary Product as  amazon say original really original in less price 2800Genuine Product with great Transfer SpeedIf Any inquiry than contact me at facebook Gulam nabi khan,5.0 out of 5 stars
3881,  Lowest price with decent deal,5.0 out of 5 stars
3882,  Okok,4.0 out of 5 stars
3883,  Product as described,5.0 out of 5 stars
3884,  Good,5.0 out of 5 stars
3885,  After 2 month used in s10 e Samsung mobile it's not readable in mobile..shame on this useless product,1.0 out of 5 stars
3886,  purchased on sale at 500  using daily and working fine,5.0 out of 5 stars
3887,  good and genuine,5.0 out of 5 stars
3888,  Not too good. But a fair purchase,4.0 out of 5 stars
3889,  Speed average,3.0 out of 5 stars
3890,  best thing in low price.,5.0 out of 5 stars
3891,  easy to use,5.0 out of 5 stars
3892,  Good product with less price,4.0 out of 5 stars
3893,  Nice product,4.0 out of 5 stars
3894,  Good quality card. Copy speed is very good.,5.0 out of 5 stars
3895,  Satisfy,4.0 out of 5 stars
3896,  Its under budget memory card but speed is low on mobile aprox 25 mb/s on data transfer from phone memory to memory card,5.0 out of 5 stars
3897,"  Quite good transfer speed,",5.0 out of 5 stars
3898,  Have more space and data transfer rate is good,3.0 out of 5 stars
3899,  This sd card is totally worth for 800Best part is that we get an adapter n 10 years warranty !Happy with Amazon for its early delivery although i didn't pay anything extra for early delivery.,5.0 out of 5 stars
3900,  Speed of witing is good,5.0 out of 5 stars
3901,  Nice,1.0 out of 5 stars
3902,  Good,3.0 out of 5 stars
3903,  Excellent,4.0 out of 5 stars
3904,  Good,5.0 out of 5 stars
3905,  Nice quality,5.0 out of 5 stars
3906,  Nice product,5.0 out of 5 stars
3907,  Working good,5.0 out of 5 stars
3908,  Good,5.0 out of 5 stars
3909,  Good one,5.0 out of 5 stars
3910,  Awesome,4.0 out of 5 stars
3911,  Good,5.0 out of 5 stars
3912,  Nice product but Only 58 gb is there out of 64 Loss of 6 gb .,3.0 out of 5 stars
3913,  O.K.,4.0 out of 5 stars
3914,  good,5.0 out of 5 stars
3915,  liked it. serves the purpose. back up process is also quite fast. worth a buy,5.0 out of 5 stars
3916,  Good product. Out of 64 GB 59.5 GB is available to use.,4.0 out of 5 stars
3917,  value for money & transfer speed is not much good.,4.0 out of 5 stars
3918,  Working good....it's memory is around 29.8 gb,5.0 out of 5 stars
3919,  Good Product,5.0 out of 5 stars
3920,  Perfect and value for money,5.0 out of 5 stars
3921,  Good quality product,5.0 out of 5 stars
3922,  Good,5.0 out of 5 stars
3923,  Awesome,4.0 out of 5 stars
3924,  A very good product.,5.0 out of 5 stars
3925,  ok to use not as fast as thought of,3.0 out of 5 stars
3926,  Convenient,5.0 out of 5 stars
3927,  Good,5.0 out of 5 stars
3928,  Value for money.good product,5.0 out of 5 stars
3929,  Good 63.99% storage capacity in memory,5.0 out of 5 stars
3930,  warranty was expired when i bought the item.after that i had to return the product.,2.0 out of 5 stars
3931,  Good,5.0 out of 5 stars
3932,  Fine,4.0 out of 5 stars
3933,  Nice,4.0 out of 5 stars
3934,  Good,5.0 out of 5 stars
3935,  Had some issues at first..... Must've been my phone but that aside....... Works perfectly fine,5.0 out of 5 stars
3936,  Speed is superb.Good for recording 4K videos.,5.0 out of 5 stars
3937,  Very new and good memory card,5.0 out of 5 stars
3938,  Very good,5.0 out of 5 stars
3939,  Goog,5.0 out of 5 stars
3940,"  It is worth for your money, It works. I recommend this product",5.0 out of 5 stars
3941,  SD card quality best,5.0 out of 5 stars
3942,  I use blackberry z30 its need its own storage format type so I didn't get the full speed of reading and write.,4.0 out of 5 stars
3943,  Very nice,5.0 out of 5 stars
3944,  It is working excellently,5.0 out of 5 stars
3945,  Awesome product. good service by Amazon.,5.0 out of 5 stars
3946,  Available memory only 119GB Not 128 a im purchasing 14 June 2020,5.0 out of 5 stars
3947,  Awesome,5.0 out of 5 stars
3948,  Solo nice,5.0 out of 5 stars
3949,  Best,5.0 out of 5 stars
3950,  Great,5.0 out of 5 stars
3951,  Quality is good,5.0 out of 5 stars
3952,  Value for money,5.0 out of 5 stars
3953,  Osm product,5.0 out of 5 stars
3954,  The product is really good...,5.0 out of 5 stars
3955,"  Go for it... Good storage capacity, speed is also good and value for money...very easy to install...",4.0 out of 5 stars
